7213,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:40:31,F40-49

7224,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:15:39,M30-39
7224,06-17,DescenteRoyale,10KM,01:01:33,M30-39

7226,09-23,MarathonOasisdeMontreal,MARATHON,03:14:15,M18-24

7229,09-23,Marathon Oasis de Montreal,Marathon,04:24:14,F40-44

7230,09-09,IronmanMuskoka70.3,OVERALLRESULTS,05:12:15,M35-39
7230,08-19,IronmanMont-Tremblant,OVERALL,10:03:14,M35-39
7230,07-22,TriathlonTrimemphredeMagog,TRIATHLONOLYMPIQUE,02:19:26,M35-39
7230,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,04:34:38,M35-39
7230,06-03,TriathlondeJoliette,SPRINTTRIATHLON,01:02:47,M35-39
7230,04-29,BanqueScotia21kmet5km,"21,1KM",01:28:31,M30-34
7230,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:39:06,M30-39

7234,09-23,MarathonOasisdeMontreal,MARATHON,03:55:51,M45-49
7234,04-29,BanqueScotia21kmet5km,"21,1KM",01:53:45,M45-49

7237,09-08,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,02:47:40,M45-49
7237,08-05,TriathlonSte-Agathe,TRIATHLON,02:07:35,M45-49
7237,05-27,OttawaRaceWeekend,HALFMARATHON,02:08:11,M45-49

7242,09-23,Marathon Oasis de Montreal,Marathon,03:28:50,F50-54

7247,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:53:52,F18-24
7247,02-19,WintermanMarathonandMarathonRelays,HALFMARATHON,02:30:29,F20-24

7249,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:19:23,M50-59

7260,09-23,MarathonOasisdeMontreal,MARATHON,03:57:44,F30-34
7260,06-03,DefidesEscaliers,19KM,-1,F30-39
7260,06-03,DefidesEscaliers,GRIMPEURS,00:04:34,F30-39
7260,06-03,DefidesEscaliers,SPRINTEURS,00:23:16,F30-39
7260,02-18,DemiMarathonHypothermique,DEMIMARATHON,02:02:58,F30-39

7263,09-23,Marathon Oasis de Montreal,Marathon,04:16:02,M35-39

7264,10-14,ClassiqueDuParcLaFontaine,5KM,00:22:39,M40-49
7264,09-23,MarathonOasisdeMontreal,MARATHON,04:06:19,M40-44

7266,09-23,MarathonOasisdeMontreal,MARATHON,04:52:47,M45-49

7267,08-12,GranfondoGarneau-Cascades,110KM,04:13:54,M51+

7268,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:02:47,F30-34

7270,04-29,CoursePrintaniereOka,"21,1KM",02:00:05,F50-59

7271,09-23,Marathon Oasis de Montreal,Marathon,04:21:49,M40-44

7272,05-06,DemiMarathonInternationaldeQuebec,DEMIMARATHON,01:45:57,M20-29

7273,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:25:59,F20-29

7275,11-04,OkaRoadRace,10KCOURSE,00:55:32,F30-39
7275,09-23,MarathonOasisdeMontreal,MARATHON,04:31:50,F30-34
7275,05-27,OttawaRaceWeekend,HALFMARATHON,02:10:51,F30-34
7275,04-29,BanqueScotia21kmet5km,5KM,00:27:41,F30-34

7277,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:34:52,M30-34
7277,07-08,CoupeDix302012,5KM,00:21:28,M30-39
7277,06-17,TourduLacBrome,10KMROUTE,00:48:46,M30-39
7277,06-16,TourduLacBrome,9KMTRAIL,00:48:17,M30-39
7277,05-26,OttawaRaceWeekend,10KM,00:44:56,M30-34
7277,04-29,BanqueScotia21kmet5km,5KM,00:20:52,M30-34

7279,09-23,Marathon Oasis de Montreal,Demi-Marathon,01:42:45,M40-44

7284,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:57:10,M50-54

7285,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:10:17,F45-49
7285,02-18,DemiMarathonHypothermique,DEMIMARATHON,02:15:56,F40-49

7288,05-06,DemiMarathonInternationaldeQuebec,DEMIMARATHON,01:26:33,M30-39

7290,11-04,OkaRoadRace,5KCOURSE,00:19:24,M40-49
7290,09-08,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,02:05:40,M45-49
7290,08-26,TriathlondeValleyfield,TRIATHLONOLYMPIQUE,02:15:57,M45-49
7290,08-05,TriathlonSte-Agathe,TRIATHLON,01:37:52,M45-49
7290,05-06,DéficourseetmarcheDesjardinsSainteThérèse,10KM,00:37:56,M40-49

7291,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:48:32,F25-29

7292,09-23,MarathonOasisdeMontreal,MARATHON,03:53:18,M25-29

7293,09-23,Marathon Oasis de Montreal,Marathon,03:53:58,M18-24

7306,09-23,MarathonOasisdeMontreal,MARATHON,03:56:58,M25-29
7306,04-29,BanqueScotia21kmet5km,"21,1KM",01:49:28,M25-29

7307,09-23,Marathon Oasis de Montreal,Marathon,04:44:57,M18-24

7308,11-04,OkaRoadRace,DEMI-MARATHON,02:07:28,F30-39
7308,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:10:34,F35-39
7308,06-17,TourduLacBrome,10KMROUTE,01:00:42,F30-39

7315,09-23,MarathonOasisdeMontreal,MARATHON,04:18:35,M18-24

7317,09-23,Marathon Oasis de Montreal,Marathon,03:56:06,M40-44

7319,09-23,Marathon Oasis de Montreal,Marathon,04:39:34,F25-29

7320,09-23,MarathonOasisdeMontreal,MARATHON,03:14:51,M30-34
7320,06-17,TourduLacBrome,CHALLENGEMARATHON,03:23:54,M30-39
7320,06-17,TourduLacBrome,20KMROUTE,01:38:41,M30-39
7320,06-16,TourduLacBrome,"22,2KMCHEMINDECAMPAGNE",01:45:13,M30-39

7321,10-21,NiagaraFallsInternationalMarathon,MARATHON,03:48:08,F35-39
7321,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:49:53,F35-39

7326,09-23,MarathonOasisdeMontreal,MARATHON,03:57:25,M35-39
7326,08-15,Le5kmEndurance,5KM,00:22:25,M30-39
7326,06-10,LaGrandeVireedesSentiersSt-Bruno,20KM,01:47:39,M30-39
7326,04-29,BanqueScotia21kmet5km,"21,1KM",01:58:13,M35-39

7328,09-22,DefiVeloMag,105KM,03:18:24,M40-49

7333,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,03:54:33,M40-49
7333,05-27,OttawaRaceWeekend,MARATHON,03:21:04,M35-39

7340,09-23,MarathonOasisdeMontreal,MARATHON,04:11:01,M40-44
7340,05-26,OttawaRaceWeekend,10KM,00:51:25,M40-44

7342,09-23,Marathon Oasis de Montreal,Marathon,03:53:08,M55-59

7343,09-23,MarathonOasisdeMontreal,MARATHON,03:11:52,M35-39
7343,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:31:39,M30-39
7343,05-27,OttawaRaceWeekend,HALFMARATHON,01:51:30,M35-39

7344,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:35:52,M50-54

7348,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:45:11,M25-29

7351,09-23,MarathonOasisdeMontreal,MARATHON,03:46:40,M40-44
7351,08-15,Le5kmEndurance,5KM,00:21:05,M40-49
7351,08-05,DéfiBoréalSainte-Anne-de-Bellevue,20KM,01:48:59,M40-49
7351,05-27,OttawaRaceWeekend,MARATHON,03:56:19,M40-44
7351,04-29,BanqueScotia21kmet5km,"21,1KM",01:42:17,M40-44
7351,04-22,CourseSaint-Laurent,10KM,00:44:43,M40-49
7351,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:43:10,M40-49

7358,09-23,MarathonOasisdeMontreal,MARATHON,03:51:27,M40-44

7360,09-30,MarathondeRimouski,"21,1KM",01:56:55,M50-59

7361,09-23,MarathonOasisdeMontreal,10KM,00:45:08,M35-39
7361,07-14,TriathlonSt-Lambert,TRIATHLONINITIATION,00:46:36,M40-49

7362,09-23,Marathon Oasis de Montreal,Marathon,04:26:03,M18-24

7366,09-23,MarathonOasisdeMontreal,MARATHON,04:10:32,M18-24

7369,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:44:11,F30-39

7370,09-23,Marathon Oasis de Montreal,Marathon,03:51:34,F25-29

7371,09-23,Marathon Oasis de Montreal,Marathon,04:32:07,M40-44

7373,09-09,Demi-MarathonGranby,DEMIMARATHON,01:44:52,M50-59
7373,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:09:47,M50-59
7373,06-17,TourduLacBrome,20KMROUTE,01:43:33,M50-59
7373,05-13,BonjourPrintemps,21KM,01:52:26,M50-59
7373,05-06,DemiMarathonInternationaldeQuebec,DEMIMARATHON,01:50:33,M50-59

7375,10-14,ClassiqueDuParcLaFontaine,10KM,00:42:24,M40-49

7376,09-23,MarathonOasisdeMontreal,MARATHON,04:13:16,F40-44
7376,05-26,OttawaRaceWeekend,10KM,00:53:04,F40-44

7379,09-23,MarathonOasisdeMontreal,MARATHON,04:43:58,M40-44
7379,04-29,BanqueScotia21kmet5km,"21,1KM",02:03:02,M35-39

7381,09-23,MarathonOasisdeMontreal,MARATHON,04:27:13,M30-34

7382,09-23,Marathon Oasis de Montreal,Marathon,04:14:09,F35-39

7383,09-23,Marathon Oasis de Montreal,Marathon,03:42:12,M30-34

7387,09-23,MarathonOasisdeMontreal,MARATHON,04:46:46,M60-64
7387,08-15,Le5kmEndurance,5KM,00:25:10,M60-69

7388,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:17:42,F40-44

7389,09-23,MarathonOasisdeMontreal,MARATHON,04:07:57,M18-24
7389,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:59:18,M20-29

7398,09-23,MarathonOasisdeMontreal,MARATHON,04:21:54,M25-29
7398,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,03:40:28,M18-29

7400,09-23,Marathon Oasis de Montreal,Marathon,04:09:33,F40-44

7408,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:57:54,F50-54
7408,09-22,DefiVeloMag,105KM,04:20:42,F50-59

7409,09-23,ArmyRun/CoursedelArmee,5K,00:34:13,M50-59

7418,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,05:03:24,M30-39

7419,04-29,BanqueScotia21kmet5km,"21,1KM",01:44:56,M35-39

7427,09-23,Marathon Oasis de Montreal,Marathon,03:51:11,M25-29

7429,09-23,MarathonOasisdeMontreal,MARATHON,04:12:50,F45-49
7429,06-30,DemiMarathondeSherbrooke,DEMIMARATHON,02:05:30,F40-49

7434,09-23,MarathonOasisdeMontreal,MARATHON,04:31:05,F35-39
7434,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:56:09,F30-39
7434,05-27,OttawaRaceWeekend,HALFMARATHON,02:04:23,F35-39

7439,09-23,Marathon Oasis de Montreal,Marathon,04:42:07,M50-54

7442,09-23,MarathonOasisdeMontreal,MARATHON,04:15:13,M18-24
7442,08-26,TriathlondeValleyfield,TRIATHLONOLYMPIQUE,02:26:37,M20-24

7447,09-23,MarathonOasisdeMontreal,MARATHON,04:04:46,F50-54
7447,05-27,OttawaRaceWeekend,MARATHON,04:01:24,F45-49

7450,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:56:26,M35-39

7452,09-23,Marathon Oasis de Montreal,Marathon,03:58:35,M30-34

7456,09-23,MarathonOasisdeMontreal,MARATHON,03:28:25,F35-39
7456,06-17,TourduLacBrome,20KMROUTE,01:30:58,F30-39

7460,09-23,Marathon Oasis de Montreal,Marathon,03:58:56,M50-54

7461,10-14,ScotiabankTorontoWaterfrontMarathon,HALFMARATHON,02:01:36,F20-24

7465,05-27,OttawaRaceWeekend,HALFMARATHON,02:01:31,F25-29

7470,09-23,MarathonOasisdeMontreal,MARATHON,03:43:03,M30-34

7473,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:09:29,M35-39

7477,09-23,Marathon Oasis de Montreal,Marathon,03:42:22,M30-34

7478,10-14,ClassiqueDuParcLaFontaine,10KM,00:47:26,M60-69
7478,05-26,DefiPhysioExtradeTerrebonne,10KM,01:08:12,M60-69

7479,09-23,MarathonOasisdeMontreal,MARATHON,04:30:09,M45-49

7480,09-23,Marathon Oasis de Montreal,Marathon,03:49:35,F25-29

7482,09-23,MarathonOasisdeMontreal,MARATHON,04:05:45,M35-39

7483,09-23,MarathonOasisdeMontreal,MARATHON,04:15:54,M45-49
7483,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:10:13,M40-49

7484,10-07,DemimarathondescouleursdeBecancour,DEMIMARATHON,01:40:25,M40-49

7489,09-23,MarathonOasisdeMontreal,MARATHON,03:43:08,M40-44

7496,09-23,Marathon Oasis de Montreal,Marathon,04:41:27,F25-29

7498,06-16,TriathlonDrummondville,TRIATHLONSPRINT,01:16:42,F35-39
7498,05-20,DesChenesToi,1KM,00:10:18,F18+
7498,05-20,DesChenesToi,10KM,00:53:05,F18+

7507,09-23,MarathonOasisdeMontreal,MARATHON,03:35:34,M25-29

7509,09-23,MarathonOasisdeMontreal,MARATHON,04:26:56,F55-59
7509,05-13,SportingLife10K,10KM,00:51:49,F55-59

7516,09-23,Marathon Oasis de Montreal,Marathon,03:54:17,F35-39

7523,10-21,NiagaraFallsInternationalMarathon,HALFMARATHON,01:53:48,M60-64

7524,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:50:11,F35-39
7524,06-02,Coursedesiles,21KM,01:51:28,F30-39
7524,02-18,DemiMarathonHypothermique,DEMIMARATHON,02:01:01,F30-39

7540,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:42:31,M30-34
7540,05-27,OttawaRaceWeekend,HALFMARATHON,01:53:56,M30-34

7547,03-25,AroundtheBayRoadRaces,30KM,03:16:42,M45-49
7547,03-04,ChillyHalfMarathon&Frosty5km,HALFMARATHON,02:11:46,M45-49

7548,09-23,Marathon Oasis de Montreal,Marathon,04:24:41,M30-34

7551,09-23,Marathon Oasis de Montreal,Marathon,04:33:34,M45-49

7558,10-14,NikeWomen'sMarathon,MARATHON,05:35:04,F35-39

7559,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:51:58,M30-34

7563,09-23,MarathonOasisdeMontreal,MARATHON,04:23:33,M45-49
7563,05-27,OttawaRaceWeekend,MARATHON,04:28:07,M45-49

7567,09-23,Marathon Oasis de Montreal,Marathon,04:28:42,M55-59

7570,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:50:26,M30-39

7571,09-23,MarathonOasisdeMontreal,MARATHON,04:18:40,F50-54
7571,05-27,OttawaRaceWeekend,HALFMARATHON,02:22:14,F50-54

7574,10-14,ClassiqueDuParcLaFontaine,10KM,00:44:23,M50-59
7574,09-23,MarathonOasisdeMontreal,MARATHON,03:43:45,M50-54
7574,06-17,TourduLacBrome,20KMROUTE,01:37:24,M50-59
7574,05-27,OttawaRaceWeekend,MARATHON,03:44:20,M50-54
7574,04-29,BanqueScotia21kmet5km,"21,1KM",01:41:35,M50-54

7583,10-14,ScotiabankTorontoWaterfrontMarathon,MARATHON,04:59:02,M35-39
7583,09-23,MarathonOasisdeMontreal,MARATHON,04:45:22,M35-39

7586,09-23,MarathonOasisdeMontreal,MARATHON,04:19:43,M55-59
7586,07-08,CoupeDix302012,10KM,00:55:22,M50-59
7586,06-17,TourduLacBrome,20KMROUTE,01:59:50,M50-59

7588,09-23,MarathonOasisdeMontreal,MARATHON,03:52:31,F35-39

7593,11-04,OkaRoadRace,DEMI-MARATHON,01:46:33,M40-49
7593,09-23,MarathonOasisdeMontreal,MARATHON,03:58:57,M45-49

7594,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:23:28,M30-34
7594,06-30,DemiMarathondeSherbrooke,10KM,01:08:30,M30-39
7594,05-26,OttawaRaceWeekend,5KM,00:28:16,M30-34

7595,09-23,Marathon Oasis de Montreal,Marathon,03:59:03,M25-29

7596,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:59:34,M40-44

7597,09-23,MarathonOasisdeMontreal,MARATHON,03:41:34,M55-59
7597,08-12,Demi-MarathonduMont-Tremblant,DEMI-MARATHON,01:33:56,M50-59
7597,08-05,DéfiBoréalSainte-Anne-de-Bellevue,20KM,01:31:52,M50-59
7597,05-12,CoursedelaFondationhopitalSaintJerome,"21,1KM",01:35:58,M50-59

7600,09-30,MarathondeRimouski,10KM,00:59:28,F30-39
7600,09-23,MarathonOasisdeMontreal,MARATHON,04:15:28,F35-39
7600,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:58:24,F30-39
7600,06-10,LaGrandeVireedesSentiersSt-Bruno,10KM,00:56:50,F30-39

7606,09-30,MarathondeRimouski,"21,1KM",01:54:14,F29-
7606,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:09:25,F20-29
7606,05-20,LeTourdelaPointe,10KM,00:52:53,F20-29

7620,09-22,DefiVeloMag,105KM,04:19:05,M30-39
7620,08-19,IronmanMont-Tremblant,OVERALL,12:55:38,M35-39
7620,06-24,IronmanMont-Tremblant70.3,OVERALL70.3,05:44:49,M35-39
7620,04-29,BanqueScotia21kmet5km,"21,1KM",01:54:01,M35-39

7622,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:03:13,M45-49
7622,05-27,OttawaRaceWeekend,HALFMARATHON,02:16:52,M45-49

7626,08-05,DéfiBoréalSainte-Anne-de-Bellevue,20KM,02:00:46,F40-49

7630,08-26,MarathondesDeuxRivesLévis-Québec,10KM,00:56:32,M50-59
7630,05-06,DemiMarathonInternationaldeQuebec,DEMIMARATHON,01:48:27,M50-59

7634,09-23,Marathon Oasis de Montreal,Marathon,04:25:48,F30-34

7641,09-16,LaGrandeVadrouille,5KM,00:20:45,M40-49
7641,08-15,Le5kmEndurance,5KM,00:21:05,M40-49
7641,08-05,DéfiBoréalSainte-Anne-de-Bellevue,2KM,00:08:00,M40-49
7641,06-03,DéfiTri-O-Lacs,10KM,00:44:12,M40-49
7641,05-06,DéficourseetmarcheDesjardinsSainteThérèse,10KM,00:43:50,M40-49

7643,09-23,Marathon Oasis de Montreal,Marathon,03:49:19,M35-39

7644,09-15,DuathlonSt-Sauveur,DUATHLON,-1,M40-44
7644,08-05,TriathlonSte-Agathe,DUATHLON,01:34:21,M40-44
7644,06-09,Triathlon/DuathlonMont-Tremblant,DUATHLONOLYMPIQUE,02:24:42,M40-49

7645,10-14,ClassiqueDuParcLaFontaine,10KM,00:39:45,M30-39
7645,09-16,LaGrandeVadrouille,5KM,00:19:09,M30-39
7645,08-15,Le5kmEndurance,5KM,00:19:17,M30-39
7645,08-05,DéfiBoréalSainte-Anne-de-Bellevue,10KM,00:42:20,M30-39
7645,05-27,OttawaRaceWeekend,MARATHON,02:58:00,M35-39
7645,05-13,DefiGerardCotedeSt-Hyacinthe,15KM,00:58:25,M30-39

7646,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:08:22,F40-44

7648,09-23,MarathonOasisdeMontreal,MARATHON,04:13:36,M35-39
7648,06-10,LaGrandeVireedesSentiersSt-Bruno,20KM,01:43:44,M30-39

7652,05-13,SportingLife10K,10KM,00:51:10,F20-24

7661,04-29,BanqueScotia21kmet5km,"21,1KM",01:55:19,M40-44

7663,11-04,OkaRoadRace,DEMI-MARATHON,02:30:39,M40-49
7663,09-23,MarathonOasisdeMontreal,5KMSPORTSEXPERTS,00:25:38,M40-44
7663,06-17,TourduLacBrome,20KMROUTE,01:57:09,M40-49
7663,05-26,OttawaRaceWeekend,10KM,00:59:41,M40-44
7663,04-29,BanqueScotia21kmet5km,"21,1KM",02:10:21,M40-44

7664,10-14,ScotiabankTorontoWaterfrontMarathon,HALFMARATHON,01:48:12,M30-34
7664,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:51:39,M30-34
7664,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:51:09,M30-39
7664,06-10,LaGrandeVireedesSentiersSt-Bruno,10KM,00:50:34,M30-39
7664,05-27,OttawaRaceWeekend,HALFMARATHON,01:53:41,M30-34
7664,04-22,CourseSaint-Laurent,5KM,00:18:25,M30-39
7664,03-25,CourseetmarchepopulairesdeLaSalle,5KM,00:22:59,M30-39

7665,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:40:04,M18-24

7668,09-23,MarathonOasisdeMontreal,MARATHON,03:52:32,M18-24

7671,09-23,Marathon Oasis de Montreal,Marathon,04:19:51,F30-34

7672,09-23,MarathonOasisdeMontreal,1KMPTITMARATHON,00:10:53,M13+

7674,11-04,OkaRoadRace,10KCOURSE,01:06:01,M30-39
7674,09-23,MarathonOasisdeMontreal,MARATHON,03:25:29,M30-34
7674,08-05,TriathlonSte-Agathe,DUATHLON,01:41:29,M30-34

7678,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:09:32,F35-39

7682,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:04:24,F18-24
7682,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:14:27,F20-29
7682,03-25,CourseetmarchepopulairesdeLaSalle,10KM,00:56:02,F20-29

7685,09-23,Marathon Oasis de Montreal,Marathon,03:05:00,M18-24

7688,11-04,OkaRoadRace,10KCOURSE,00:43:16,M20-29
7688,09-23,MarathonOasisdeMontreal,MARATHON,04:01:06,M25-29

7689,09-23,MarathonOasisdeMontreal,MARATHON,04:17:38,M25-29

7690,09-23,MarathonOasisdeMontreal,MARATHON,04:04:06,F40-44

7691,09-23,MarathonOasisdeMontreal,MARATHON,04:27:06,M18-24

7692,08-05,DéfiBoréalSainte-Anne-de-Bellevue,10KM,00:58:44,F40-49
7692,05-26,DefiPhysioExtradeTerrebonne,5KM,00:27:15,F40-49

7696,09-23,Marathon Oasis de Montreal,Marathon,03:53:09,M55-59

7697,09-23,MarathonOasisdeMontreal,MARATHON,04:19:36,M40-44
7697,05-27,OttawaRaceWeekend,MARATHON,04:20:42,M40-44
7697,04-29,BanqueScotia21kmet5km,"21,1KM",01:46:25,M40-44

7700,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:46:45,M18-24

7702,09-23,Marathon Oasis de Montreal,Marathon,04:33:16,M35-39

7706,09-23,ArmyRun/CoursedelArmee,HALFMARATHON,01:44:21,M40-49
7706,07-15,TheFriendlyMasseyMarathon,MARATHON,03:58:43,M40-49
7706,07-01,CanadaDay5K,CANADADAY5K,00:23:40,M40-44
7706,05-27,OttawaRaceWeekend,MARATHON,03:58:58,M40-44
7706,03-25,AroundtheBayRoadRaces,30KM,02:32:55,M40-44
7706,02-19,WintermanMarathonandMarathonRelays,MARATHON,04:01:17,M40-44

7707,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:21:23,M30-39
7707,05-20,LeTourdelaPointe,5KM,00:25:34,M30-39

7711,10-07,DemimarathondescouleursdeBecancour,DEMIMARATHON,01:31:11,M30-39
7711,09-23,MarathonOasisdeMontreal,MARATHON,03:26:12,M35-39
7711,06-10,DemimarathondespompiersdeShawinigan,21KM,01:45:00,M30-39

7714,05-26,DefiPhysioExtradeTerrebonne,10KM,00:48:07,M19-

7716,09-23,Marathon Oasis de Montreal,Marathon,04:36:01,F35-39

7719,09-23,MarathonOasisdeMontreal,MARATHON,04:10:53,M35-39
7719,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:55:23,M30-39
7719,07-14,Demi-MarathonMarcelJobin,21KM,01:58:34,M30-39

7722,09-23,Marathon Oasis de Montreal,Marathon,04:33:00,M18-24

7724,09-16,LaGrandeVadrouille,5KM,00:22:39,M40-49
7724,05-27,OttawaRaceWeekend,HALFMARATHON,01:45:13,M45-49

7727,09-23,Marathon Oasis de Montreal,Marathon,04:29:58,M25-29

7732,09-23,MarathonOasisdeMontreal,MARATHON,04:10:36,F25-29
7732,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,02:40:22,F20-29
7732,07-15,DefidesDamesdeCoeur,10KM,00:49:22,F20-29

7737,09-23,MarathonOasisdeMontreal,MARATHON,03:50:11,F45-49

7739,09-23,MarathonOasisdeMontreal,MARATHON,03:28:33,M45-49
7739,09-09,Demi-MarathonGranby,DEMIMARATHON,01:40:16,M40-49
7739,08-26,MarathondesDeuxRivesLévis-Québec,DEMI-MARATHON,01:39:35,M40-49
7739,07-14,Demi-MarathonMarcelJobin,21KM,01:43:15,M40-49
7739,06-30,DemiMarathondeSherbrooke,DEMIMARATHON,01:41:54,M40-49
7739,06-17,TourduLacBrome,20KMROUTE,01:47:29,M40-49
7739,06-10,LaGrandeVireedesSentiersSt-Bruno,5KM,00:20:09,M40-49
7739,05-26,OttawaRaceWeekend,5KM,00:31:43,M45-49
7739,05-20,DesChenesToi,10KM,00:47:33,M18+
7739,04-29,BanqueScotia21kmet5km,"21,1KM",01:43:06,M45-49

7740,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:58:21,M25-29

7745,09-08,TriathlonEspritdeMontreal,TRIATHLONDEMI-ESPRIT,04:49:01,F25-29
7745,08-11,TriathlonPromutuelduFjord,TRIATHLONOLYMPIQUE,02:40:23,F25-29
7745,07-07,TriathlondeSaguenay,TRIATHLONOLYMPIQUE,02:30:02,F25-29
7745,06-16,TriathlonLacBeauport,TRIATHLON,01:36:58,F25-29
7745,05-27,OttawaRaceWeekend,MARATHON,03:02:24,F25-29
7745,03-17,TourduMont-Valin,12KMRAQUETTE,01:31:01,F20-29

7749,09-23,Marathon Oasis de Montreal,Marathon,03:21:25,M30-34

7751,10-21,NiagaraFallsInternationalMarathon,MARATHON,03:23:33,M45-49

7753,05-26,OttawaRaceWeekend,10KM,00:46:48,M40-44

7754,05-27,OttawaRaceWeekend,HALFMARATHON,02:07:57,F19-

7759,09-23,MarathonOasisdeMontreal,MARATHON,04:28:00,M30-34

7761,09-23,MarathonOasisdeMontreal,10KM,00:58:37,F30-34
7761,08-05,DéfiBoréalSainte-Anne-de-Bellevue,5KM,00:29:08,F30-39

7765,09-23,Marathon Oasis de Montreal,Marathon,03:30:17,M25-29

7769,04-29,BanqueScotia21kmet5km,"21,1KM",01:39:17,M35-39

7774,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:52:08,M35-39

7779,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:37:51,M35-39
7779,06-24,CoupeDix302012,10KM,00:48:33,M30-39
7779,05-20,CoupeDix302012,10KM,00:51:03,M30-39

7782,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:44:43,F18-24
7782,06-17,TourduLacBrome,20KMROUTE,01:49:01,F20-29

7785,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,01:29:49,M25-29

7800,09-23,MarathonOasisdeMontreal,DEMI-MARATHON,02:08:30,M40-44

7801,09-23,MarathonOasisdeMontreal,MARATHON,04:36:51,M30-34
7801,08-19,IronmanMont-Tremblant,OVERALL,11:10:12,M30-34

7805,08-26,MarathondesDeuxRivesLévis-Québec,MARATHON,04:19:56,M40-49
7805,06-03,DefidesEscaliers,GRIMPEURS,00:05:00,M40-49
7805,06-03,DefidesEscaliers,SPRINTEURS,00:20:09,M40-49
7805,06-03,DefidesEscaliers,19KM,-1,M40-49

7808,07-07,TriathlondeGatineau,DUATHLONSPRINT,01:16:36,M30-39
7808,06-30,DemiMarathondeSherbrooke,DEMIMARATHON,01:48:48,M30-39
7808,06-24,CoupeDix302012,10KM,00:48:39,M30-39
